"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x837512302836518912","x1418334036057935875",2021-07-22 22:16:00,"TestigoPurpura","Las mujeres que habían interrumpido sus embarazos de manera clandestina en #Veracruz celebran que las mujeres del estado ahora tienen la opción de vivir maternidades deseadas <U+0001F49A>

#AbortoLegalVeracruz #EsLeyVeracruz 

https://t.co/N6ODCU3MTk","Twitter Web App",239,,,,FALSE,FALSE,0,0,,,"Veracruz AbortoLegalVeracruz EsLeyVeracruz",,"testigopurpura.com/2021/07/22/apr…","https://t.co/N6ODCU3MTk","http://testigopurpura.com/2021/07/22/aprobacion-del-aborto-en-veracruz-mirada-desde-mujeres-que-interrumpieron-sus-embarazos/",,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1418334036057935875","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417608567511715844",2021-07-20 22:13:15,"TestigoPurpura","La despenalización alcanzada en #Veracruz fue posibles gracias a las activistas y mujeres organizadas que llevaron la lucha en las calles y los tribunales. <U+0001F525>

#EsLeyVeracruz #AbortoLegalYa #AbortoLegalVeracruz  
https://t.co/SMmFd7S19Z","Twitter Web App",235,"x1417544663775461378","x837512302836518912","TestigoPurpura",TRUE,FALSE,0,0,,,"Veracruz EsLeyVeracruz AbortoLegalYa AbortoLegalVeracruz",,"twitter.com/TestigoPurpura…","https://t.co/SMmFd7S19Z","https://twitter.com/TestigoPurpura/status/1417607795332075522",,,,,,,,,,,"es","x1417607795332075522","<U+0001F7E2>El logro del #AbortoLegalVeracruz es producto de la lucha que feministas veracruzanas han llevado a cabo por años en las calles y los tribunales.<U+0001F525>

#EsLeyVeracruz 

https://t.co/QIWqAIdFfJ",2021-07-20 22:10:10,"Twitter Web App",1,0,"x837512302836518912","TestigoPurpura","Púrpura",1455,186,1915,"","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417608567511715844","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417607795332075522",2021-07-20 22:10:10,"TestigoPurpura","<U+0001F7E2>El logro del #AbortoLegalVeracruz es producto de la lucha que feministas veracruzanas han llevado a cabo por años en las calles y los tribunales.<U+0001F525>

#EsLeyVeracruz 

https://t.co/QIWqAIdFfJ","Twitter Web App",189,,,,FALSE,FALSE,1,0,,,"AbortoLegalVeracruz EsLeyVeracruz",,"testigopurpura.com/2021/07/20/abo…","https://t.co/QIWqAIdFfJ","https://testigopurpura.com/2021/07/20/aborto-legal-seguro-y-gratuito-una-deuda-historica-que-habia-para-veracruz/",,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417607795332075522","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1418320919798468615",2021-07-22 21:23:53,"TestigoPurpura","La coordinadora de @MexfamAC en #Veracruz aseguró que se está trabajando en el protocolo de la ILE para los centros de salud en el estado. 

#EsLeyVeracruz  #AbortoLegalVeracruz 
https://t.co/8RaWe1UZ41","Twitter Web App",202,,,,FALSE,FALSE,0,0,,,"Veracruz EsLeyVeracruz AbortoLegalVeracruz",,"testigopurpura.com/2021/07/22/gob…","https://t.co/8RaWe1UZ41","http://testigopurpura.com/2021/07/22/gobierno-debe-crear-protocolo-y-dar-presupuesto-para-aborto-legal/",,,,,,,,,"x486994067","MexfamAC","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1418320919798468615","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417670683287564293",2021-07-21 02:20:04,"TestigoPurpura","Con música, banderas y  anunciando el hecho histórico para las veracruzanas.""
¡Por las que no pudieron!"" 

#AbortoLegalVeracruz #YaEsLeyVeracruz https://t.co/R7eldl5Na3","Twitter Web App",144,"x1417649142164242435","x837512302836518912","TestigoPurpura",FALSE,FALSE,1,1,,,"AbortoLegalVeracruz YaEsLeyVeracruz",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1417669383137157121/pu/img/6Ez0vrs2X3ODrVfO.jpg","https://t.co/R7eldl5Na3","https://twitter.com/TestigoPurpura/status/1417670683287564293/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1417669383137157121/pu/img/6Ez0vrs2X3ODrVfO.jpg","https://t.co/R7eldl5Na3","https://twitter.com/TestigoPurpura/status/1417670683287564293/video/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417670683287564293","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417649142164242435",2021-07-21 00:54:28,"TestigoPurpura","Mujeres del puerto de #Veracruz se reunieron en la Antimonumenta para celebrar la #DespenalizacionDelAborto en el estado.

#EsLeyVeracruz #AbortoLegalVeracruz https://t.co/Q8Kel0ixcJ","Twitter Web App",158,"x1417645840164851713","x837512302836518912","TestigoPurpura",FALSE,FALSE,10,5,,,"Veracruz DespenalizacionDelAborto EsLeyVeracruz AbortoLegalVeracruz",,,,,"http://pbs.twimg.com/media/E6x_9uQXIAEL4Bx.jpg","https://t.co/Q8Kel0ixcJ","https://twitter.com/TestigoPurpura/status/1417649142164242435/photo/1","photo","http://pbs.twimg.com/media/E6x_9uQXIAEL4Bx.jpg http://pbs.twimg.com/media/E6x_5bgXoAUQiW9.jpg http://pbs.twimg.com/media/E6x_5ceXsAQDfea.jpg","https://t.co/Q8Kel0ixcJ https://t.co/Q8Kel0ixcJ https://t.co/Q8Kel0ixcJ","https://twitter.com/TestigoPurpura/status/1417649142164242435/photo/1 https://twitter.com/TestigoPurpura/status/1417649142164242435/photo/1 https://twitter.com/TestigoPurpura/status/1417649142164242435/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417649142164242435","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417647774204669958",2021-07-21 00:49:02,"TestigoPurpura","Ya estamos armando otro hilo por aquí<U+0001F447><U+0001F440>

(De las veracruzanas celebrando el #AbortoLegalVeracruz )
https://t.co/T1yRZhInq1","Twitter Web App",122,"x1417647214541869063","x837512302836518912","TestigoPurpura",TRUE,FALSE,1,1,,,"AbortoLegalVeracruz",,"twitter.com/TestigoPurpura…","https://t.co/T1yRZhInq1","https://twitter.com/TestigoPurpura/status/1417645807063416832",,,,,,,,,,,"es","x1417645807063416832","<U+0001F7E2>¿Hilo cubriendo la #MareaVerde de las veracruzanas?

Así es, #AbroHilo de las mujeres celebrando el #AbortoLegalVeracruz en diferentes puntos del estado. 

¿Cómo lo viviste tú? <U+0001F49A>
#EsLeyVeracruz https://t.co/NwREb9WM4p",2021-07-21 00:41:13,"Twitter Web App",15,5,"x837512302836518912","TestigoPurpura","Púrpura",1455,186,1915,"","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417647774204669958","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417645840164851713",2021-07-21 00:41:21,"TestigoPurpura","En #Orizaba decenas de mujeres y niñas salieron a marchar por las calles para celebrar la despenalización de la interrupción del embarazo en el estado. 

#EsLeyVeracruz #MareaVerde #AbortoLegalVeracruz https://t.co/ENworH03jo","Twitter Web App",201,"x1417645807063416832","x837512302836518912","TestigoPurpura",FALSE,FALSE,1,1,,,"Orizaba EsLeyVeracruz MareaVerde AbortoLegalVeracruz",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1417645168744878087/pu/img/O8UdG615VFVI1qVw.jpg","https://t.co/ENworH03jo","https://twitter.com/TestigoPurpura/status/1417645840164851713/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1417645168744878087/pu/img/O8UdG615VFVI1qVw.jpg","https://t.co/ENworH03jo","https://twitter.com/TestigoPurpura/status/1417645840164851713/video/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417645840164851713","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417936226892529666",2021-07-21 19:55:15,"TestigoPurpura","<U+0001F7E2>Organismos como @inmujeres y @ONUMujeresMX también aplaudieron la aprobación de la Reforma que permitirá la ILE hasta la semana 12 en #Veracruz <U+0001F389><U+0001F64C>

#AbortoLegalVeracruz #EsLeyVeracruz 
https://t.co/1GDZBK7K48","Twitter Web App",209,,,,FALSE,FALSE,3,0,,,"Veracruz AbortoLegalVeracruz EsLeyVeracruz",,"testigopurpura.com/2021/07/21/org…","https://t.co/1GDZBK7K48","http://testigopurpura.com/2021/07/21/organismos-nacionales-e-internacionales-celebran-interrupcion-legal-del-embarazo-en-veracruz/",,,,,,,,,"x104177077 x1947896870","inmujeres ONUMujeresMX","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417936226892529666","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
"x837512302836518912","x1417874521785241604",2021-07-21 15:50:03,"TestigoPurpura","<U+0001F7E2>Aquí les dejamos más fotos y videos <U+0001F447><U+0001F525>

#AbortoLegalVeracruz #EsLeyVeracruz #AbortoLegalYa 

https://t.co/UxZ4NXKSqh","Twitter Web App",117,"x1417668695883665412","x837512302836518912","TestigoPurpura",TRUE,FALSE,0,0,,,"AbortoLegalVeracruz EsLeyVeracruz AbortoLegalYa",,"twitter.com/TestigoPurpura…","https://t.co/UxZ4NXKSqh","https://twitter.com/TestigoPurpura/status/1417874179228061699",,,,,,,,,,,"es","x1417874179228061699","La celebración de las veracruzanas por la despenalización del aborto se hizo escuchar en varios rincones del estado. <U+0001F389><U+0001F49A>

#AbortoLegalVeracruz #EsLeyVeracruz 
https://t.co/o88h60ER9c",2021-07-21 15:48:41,"Twitter Web App",13,3,"x837512302836518912","TestigoPurpura","Púrpura",1455,186,1915,"","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TestigoPurpura/status/1417874521785241604","Púrpura","","Medio de comunicación especializado en mujeres, violencia y género.

¿Quieres colaborar con nuestro medio?  Escríbenos en testigopurpura@gmail.com","https://t.co/GXR8leRX8o",FALSE,1455,186,11,1915,660,2017-03-03 03:57:48,FALSE,"https://t.co/GXR8leRX8o","http://www.testigopurpura.com",,"https://pbs.twimg.com/profile_banners/837512302836518912/1533583917",,"http://pbs.twimg.com/profile_images/1364431572695281666/GCc0Ev6F_normal.jpg"
